,rhos,K,nparticles,nmeantimes,multiplier,buffer_size_activation,buffer_size_activation_value,rep,seed,integral,E(T),n(ET),PMC(K),time(MC),n(MC),n(RT),PFV(K),time(FV),n(FV),n(PT),Pr(K),ratio_mc_fv_time,ratio_mc_fv_events
17,[0.7],20,1000,50,1,0.5,10,1,1313,0.02691681059961518,117.01270242086287,610,0.00016425494226124742,163502.2898633184,227176,2401,0.00023003323607383012,146376.3512450692,227176,11375,0.00023951057653476344,1.1169993545581436,1.0
18,[0.7],20,1000,50,1,0.5,10,2,1314,0.03959704862156071,103.62195643558307,689,0.00012627244199886955,162391.97706751633,228185,2383,0.0003821299074407685,146302.7618236656,228185,11324,0.00023951057653476344,1.109972054138271,1.0
19,[0.7],20,1000,50,1,0.5,10,3,1315,0.03395108931804298,131.20832831644233,544,0.00012321770530334064,162449.49723976004,227885,2320,0.00025875712124127725,146446.0205328472,227885,11243,0.00023951057653476344,1.1092790138556432,1.0
20,[0.7],20,1000,50,1,0.5,10,4,1316,0.01295783877275368,123.47576154754721,578,7.237580849642746e-05,160635.0851109184,225864,2185,0.00010494236771938405,145595.0004933218,225864,11589,0.00023951057653476344,1.1033008315301764,1.0
21,[0.7],20,1000,50,1,0.5,10,5,1317,0.03206212757419864,108.55405992246205,658,0.00012341231562384053,162094.5802509322,226454,2412,0.00029535631921182834,145871.42518846388,226454,11108,0.00023951057653476344,1.1112154422396863,1.0
22,[0.7],20,1000,50,1,0.5,10,6,1318,0.02874720563330641,122.81504781264425,580,0.00020824195911757316,162483.00469087868,227392,2395,0.00023406908310747554,146344.1695275384,227392,11224,0.00023951057653476344,1.110280001010244,1.0
23,[0.7],20,1000,50,1,0.5,10,7,1319,0.042883237738883154,115.76753878261061,617,0.00018672592333377557,162348.13678537705,226671,2254,0.0003704254075869204,146426.51701903506,226671,11271,0.00023951057653476344,1.1087345385963951,1.0
24,[0.7],20,1000,50,1,0.5,10,8,1320,0.021522340439380783,120.04801920872801,595,0.00020138642607954568,161919.59560644862,226876,2300,0.0001792810958584814,145925.34567639796,226876,11454,0.00023951057653476344,1.1096057018464722,1.0
25,[0.7],20,1000,50,1,0.6,12,1,1313,0.055909029206830635,250.15214058749865,285,0.00016425494226089967,162684.32772840944,225995,1168,0.0002235001030793685,146294.5014636026,225995,12117,0.00023951057653476344,1.1120330983108382,1.0
26,[0.7],20,1000,50,1,0.6,12,2,1314,0.08257574159957941,216.32691925363594,330,0.00012627244199888454,162322.80131111978,228090,1208,0.0003817173650162427,146252.21060959646,228090,12301,0.00023951057653476344,1.1098827199571153,1.0
27,[0.7],20,1000,50,1,0.6,12,3,1315,0.07037450299299262,288.9695247380365,246,0.0001232177053030945,162052.61840034355,227379,1162,0.00024353607203662803,146203.44970144046,227379,12264,0.00023951057653476344,1.1084048887442013,1.0
28,[0.7],20,1000,50,1,0.6,12,4,1316,0.05281293389850349,240.9185971906876,295,8.596811247536304e-05,161001.50226104262,226435,1114,0.00021921484897532398,145782.02872214635,226435,12386,0.00023951057653476344,1.10439883209407,1.0
29,[0.7],20,1000,50,1,0.6,12,5,1317,0.052240919893426094,222.5189141092487,321,0.0001234123156236403,161764.94976889057,225980,1160,0.000234770693999422,145687.81201049755,225980,12098,0.00023951057653476344,1.1103533475898077,1.0
30,[0.7],20,1000,50,1,0.6,12,6,1318,0.047932604338078826,254.69692458689497,279,0.00021568779148538412,161892.6264845978,226565,1136,0.00018819467261264734,145875.1287315435,226565,12436,0.00023951057653476344,1.109802801151467,1.0
31,[0.7],20,1000,50,1,0.6,12,7,1319,0.06691771666603266,246.14470140294867,289,0.00018672592333376592,162558.19590004845,226952,1071,0.0002718633238279044,146346.01730346223,226952,12383,0.00023951057653476344,1.1107797731384021,1.0
32,[0.7],20,1000,50,1,0.6,12,8,1320,0.05264022459811514,239.16232158442457,297,0.00020138642607929073,162142.64453162017,227175,1166,0.00022010249879403802,145902.99211214436,227175,12493,0.00023951057653476344,1.1113044508846923,1.0
